intca,ID,value,type
INTCA_RS16390,Ga0242637_113093,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS16390,Ga0242637_113093,adenosine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS16390,Ga0242637_113093,tRNA charging,pathway
INTCA_RS10810,Ga0242637_111968,superpathway of branched chain amino acid biosynthesis,pathway
INTCA_RS10810,Ga0242637_111968,L-leucine biosynthesis,pathway
INTCA_RS10810,Ga0242637_111968,,pathway
INTCA_RS10805,Ga0242637_111967,superpathway of branched chain amino acid biosynthesis,pathway
INTCA_RS10805,Ga0242637_111967,L-leucine biosynthesis,pathway
INTCA_RS10805,Ga0242637_111967,,pathway
INTCA_RS09065,Ga0242637_111612,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS02610,Ga0242637_11362,superpathway of acetate utilization and formation,pathway
INTCA_RS02610,Ga0242637_11362,acetate conversion to acetyl-CoA,pathway
INTCA_RS03110,Ga0242637_11461,NAD <i>de novo</i> biosynthesis I (from aspartate),pathway
INTCA_RS03105,Ga0242637_11460,NAD <i>de novo</i> biosynthesis I (from aspartate),pathway
INTCA_RS03025,Ga0242637_11444,guanine and guanosine salvage,pathway
INTCA_RS03025,Ga0242637_11444,guanine and guanosine salvage II,pathway
INTCA_RS03025,Ga0242637_11444,adenine and adenosine salvage III,pathway
INTCA_RS02880,Ga0242637_11413,superpathway of L-isoleucine biosynthesis I,pathway
INTCA_RS02880,Ga0242637_11413,superpathway of L-threonine biosynthesis,pathway
INTCA_RS02880,Ga0242637_11413,L-lysine biosynthesis I,pathway
INTCA_RS02880,Ga0242637_11413,L-homoserine biosynthesis,pathway
INTCA_RS10155,Ga0242637_111834,NAD <i>de novo</i> biosynthesis I (from aspartate),pathway
INTCA_RS10150,Ga0242637_111833,NAD <i>de novo</i> biosynthesis I (from aspartate),pathway
INTCA_RS04025,Ga0242637_11646,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",pathway
INTCA_RS04025,Ga0242637_11646,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS02890,Ga0242637_11415,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS02890,Ga0242637_11415,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS02890,Ga0242637_11415,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS02890,Ga0242637_11415,pyrimidine deoxyribonucleotide phosphorylation,pathway
INTCA_RS02890,Ga0242637_11415,,pathway
INTCA_RS02885,Ga0242637_11414,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS02885,Ga0242637_11414,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS02885,Ga0242637_11414,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS02885,Ga0242637_11414,pyrimidine deoxyribonucleotide phosphorylation,pathway
INTCA_RS02885,Ga0242637_11414,,pathway
INTCA_RS01740,Ga0242637_11159,mixed acid fermentation,pathway
INTCA_RS01740,Ga0242637_11159,ethanolamine utilization,pathway
INTCA_RS01735,Ga0242637_11158,mixed acid fermentation,pathway
INTCA_RS01735,Ga0242637_11158,ethanolamine utilization,pathway
INTCA_RS11925,Ga0242637_112209,fatty acid elongation -- saturated,pathway
INTCA_RS11925,Ga0242637_112209,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS11925,Ga0242637_112209,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS11925,Ga0242637_112209,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS11925,Ga0242637_112209,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS11920,Ga0242637_112208,fatty acid elongation -- saturated,pathway
INTCA_RS11920,Ga0242637_112208,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS11920,Ga0242637_112208,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS11920,Ga0242637_112208,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS11920,Ga0242637_112208,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS11915,Ga0242637_112207,fatty acid elongation -- saturated,pathway
INTCA_RS11915,Ga0242637_112207,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS11915,Ga0242637_112207,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS11915,Ga0242637_112207,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS11915,Ga0242637_112207,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS11775,Ga0242637_112176,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS11775,Ga0242637_112176,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS09325,Ga0242637_111666,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS09325,Ga0242637_111666,L-tyrosine biosynthesis I,pathway
INTCA_RS09320,Ga0242637_111665,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS09320,Ga0242637_111665,L-tyrosine biosynthesis I,pathway
INTCA_RS09315,Ga0242637_111664,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS09315,Ga0242637_111664,L-tyrosine biosynthesis I,pathway
INTCA_RS09310,Ga0242637_111663,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS09310,Ga0242637_111663,L-tyrosine biosynthesis I,pathway
INTCA_RS09305,Ga0242637_111662,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS09305,Ga0242637_111662,L-tyrosine biosynthesis I,pathway
INTCA_RS04800,Ga0242637_11803,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS04800,Ga0242637_11803,<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I,pathway
INTCA_RS04795,Ga0242637_11802,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS04795,Ga0242637_11802,<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I,pathway
INTCA_RS04790,Ga0242637_11801,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS04790,Ga0242637_11801,<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I,pathway
INTCA_RS04785,Ga0242637_11800,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS04785,Ga0242637_11800,<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I,pathway
INTCA_RS04780,Ga0242637_11799,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS04780,Ga0242637_11799,<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I,pathway
INTCA_RS04775,Ga0242637_11798,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS04775,Ga0242637_11798,<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I,pathway
INTCA_RS04770,Ga0242637_11797,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS04770,Ga0242637_11797,<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I,pathway
INTCA_RS10630,Ga0242637_111930,superpathway of glucose and xylose degradation,pathway
INTCA_RS10630,Ga0242637_111930,D-xylose degradation I,pathway
INTCA_RS10625,Ga0242637_111929,superpathway of glucose and xylose degradation,pathway
INTCA_RS10625,Ga0242637_111929,D-xylose degradation I,pathway
INTCA_RS10620,Ga0242637_111928,superpathway of glucose and xylose degradation,pathway
INTCA_RS10620,Ga0242637_111928,D-xylose degradation I,pathway
INTCA_RS10615,Ga0242637_111927,superpathway of glucose and xylose degradation,pathway
INTCA_RS10615,Ga0242637_111927,D-xylose degradation I,pathway
INTCA_RS10610,Ga0242637_111926,superpathway of glucose and xylose degradation,pathway
INTCA_RS10610,Ga0242637_111926,D-xylose degradation I,pathway
INTCA_RS15370,Ga0242637_112933,GDP-mannose biosynthesis,pathway
INTCA_RS15370,Ga0242637_112933,D-mannose degradation,pathway
INTCA_RS02215,Ga0242637_11262,superpathway of L-isoleucine biosynthesis I,pathway
INTCA_RS02215,Ga0242637_11262,superpathway of L-threonine biosynthesis,pathway
INTCA_RS02215,Ga0242637_11262,L-lysine biosynthesis I,pathway
INTCA_RS02215,Ga0242637_11262,L-homoserine biosynthesis,pathway
INTCA_RS02215,Ga0242637_11262,,pathway
INTCA_RS18490,Ga0242637_11261,superpathway of L-isoleucine biosynthesis I,pathway
INTCA_RS18490,Ga0242637_11261,superpathway of L-threonine biosynthesis,pathway
INTCA_RS18490,Ga0242637_11261,L-lysine biosynthesis I,pathway
INTCA_RS18490,Ga0242637_11261,L-homoserine biosynthesis,pathway
INTCA_RS18490,Ga0242637_11261,,pathway
INTCA_RS02135,Ga0242637_11242,chitobiose degradation,pathway
INTCA_RS02145,Ga0242637_11245,L-citrulline degradation,pathway
INTCA_RS02145,Ga0242637_11245,L-arginine biosynthesis II (acetyl cycle),pathway
INTCA_RS02145,Ga0242637_11245,L-arginine biosynthesis I (via L-ornithine),pathway
INTCA_RS02145,Ga0242637_11245,urea cycle,pathway
INTCA_RS10290,Ga0242637_111861,nitrate reduction V (assimilatory),pathway
INTCA_RS10290,Ga0242637_111861,L-glutamine biosynthesis I,pathway
INTCA_RS12060,Ga0242637_112235,L-asparagine biosynthesis III (tRNA-dependent),pathway
INTCA_RS12060,Ga0242637_112235,L-glutamine degradation I,pathway
INTCA_RS12060,Ga0242637_112235,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,pathway
INTCA_RS12060,Ga0242637_112235,L-arginine degradation X (arginine monooxygenase pathway),pathway
INTCA_RS12060,Ga0242637_112235,acrylonitrile degradation I,pathway
INTCA_RS12055,Ga0242637_112234,L-asparagine biosynthesis III (tRNA-dependent),pathway
INTCA_RS12055,Ga0242637_112234,L-glutamine degradation I,pathway
INTCA_RS12055,Ga0242637_112234,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,pathway
INTCA_RS12055,Ga0242637_112234,L-arginine degradation X (arginine monooxygenase pathway),pathway
INTCA_RS12055,Ga0242637_112234,acrylonitrile degradation I,pathway
INTCA_RS12050,Ga0242637_112233,L-asparagine biosynthesis III (tRNA-dependent),pathway
INTCA_RS12050,Ga0242637_112233,L-glutamine degradation I,pathway
INTCA_RS12050,Ga0242637_112233,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,pathway
INTCA_RS12050,Ga0242637_112233,L-arginine degradation X (arginine monooxygenase pathway),pathway
INTCA_RS12050,Ga0242637_112233,acrylonitrile degradation I,pathway
INTCA_RS15135,Ga0242637_112886,lipoprotein posttranslational modification,pathway
INTCA_RS15135,Ga0242637_112886,,pathway
INTCA_RS15130,Ga0242637_112885,lipoprotein posttranslational modification,pathway
INTCA_RS15130,Ga0242637_112885,,pathway
INTCA_RS06100,Ga0242637_111010,superpathway of pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06100,Ga0242637_111010,pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06100,Ga0242637_111010,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS06100,Ga0242637_111010,pyrimidine deoxyribonucleosides salvage,pathway
INTCA_RS06100,Ga0242637_111010,pyrimidine ribonucleosides salvage I,pathway
INTCA_RS06100,Ga0242637_111010,,pathway
INTCA_RS06095,Ga0242637_111009,superpathway of pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06095,Ga0242637_111009,pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06095,Ga0242637_111009,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS06095,Ga0242637_111009,pyrimidine deoxyribonucleosides salvage,pathway
INTCA_RS06095,Ga0242637_111009,pyrimidine ribonucleosides salvage I,pathway
INTCA_RS06095,Ga0242637_111009,,pathway
INTCA_RS06090,Ga0242637_111008,superpathway of pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06090,Ga0242637_111008,pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06090,Ga0242637_111008,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS06090,Ga0242637_111008,pyrimidine deoxyribonucleosides salvage,pathway
INTCA_RS06090,Ga0242637_111008,pyrimidine ribonucleosides salvage I,pathway
INTCA_RS06090,Ga0242637_111008,,pathway
INTCA_RS06085,Ga0242637_111007,superpathway of pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06085,Ga0242637_111007,pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06085,Ga0242637_111007,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS06085,Ga0242637_111007,pyrimidine deoxyribonucleosides salvage,pathway
INTCA_RS06085,Ga0242637_111007,pyrimidine ribonucleosides salvage I,pathway
INTCA_RS06085,Ga0242637_111007,,pathway
INTCA_RS06080,Ga0242637_111006,superpathway of pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06080,Ga0242637_111006,pyrimidine deoxyribonucleosides degradation,pathway
INTCA_RS06080,Ga0242637_111006,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS06080,Ga0242637_111006,pyrimidine deoxyribonucleosides salvage,pathway
INTCA_RS06080,Ga0242637_111006,pyrimidine ribonucleosides salvage I,pathway
INTCA_RS06080,Ga0242637_111006,,pathway
INTCA_RS12160,Ga0242637_112255,androstenedione degradation,pathway
INTCA_RS12160,Ga0242637_112255,phenylacetate degradation I (aerobic),pathway
INTCA_RS12160,Ga0242637_112255,oleate &beta;-oxidation,pathway
INTCA_RS12160,Ga0242637_112255,L-isoleucine degradation I,pathway
INTCA_RS12160,Ga0242637_112255,fatty acid &beta;-oxidation I,pathway
INTCA_RS12160,Ga0242637_112255,L-valine degradation I,pathway
INTCA_RS12155,Ga0242637_112254,androstenedione degradation,pathway
INTCA_RS12155,Ga0242637_112254,phenylacetate degradation I (aerobic),pathway
INTCA_RS12155,Ga0242637_112254,oleate &beta;-oxidation,pathway
INTCA_RS12155,Ga0242637_112254,L-isoleucine degradation I,pathway
INTCA_RS12155,Ga0242637_112254,fatty acid &beta;-oxidation I,pathway
INTCA_RS12155,Ga0242637_112254,L-valine degradation I,pathway
INTCA_RS12150,Ga0242637_112253,androstenedione degradation,pathway
INTCA_RS12150,Ga0242637_112253,phenylacetate degradation I (aerobic),pathway
INTCA_RS12150,Ga0242637_112253,oleate &beta;-oxidation,pathway
INTCA_RS12150,Ga0242637_112253,L-isoleucine degradation I,pathway
INTCA_RS12150,Ga0242637_112253,fatty acid &beta;-oxidation I,pathway
INTCA_RS12150,Ga0242637_112253,L-valine degradation I,pathway
INTCA_RS00640,Ga0242637_113632,guanylyl molybdenum cofactor biosynthesis,pathway
INTCA_RS00640,Ga0242637_113632,bis(guanylyl molybdenum cofactor) biosynthesis,pathway
INTCA_RS00795,Ga0242637_113665,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS01330,Ga0242637_1156,gentisate degradation I,pathway
INTCA_RS08265,Ga0242637_111451,4-aminobenzoate biosynthesis,pathway
INTCA_RS08265,Ga0242637_111451,,pathway
INTCA_RS08260,Ga0242637_111450,4-aminobenzoate biosynthesis,pathway
INTCA_RS08260,Ga0242637_111450,,pathway
INTCA_RS02020,Ga0242637_11223,superpathway of pyrimidine nucleobases salvage,pathway
INTCA_RS02020,Ga0242637_11223,pyrimidine nucleobases salvage I,pathway
INTCA_RS02810,Ga0242637_11402,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS02810,Ga0242637_11402,mixed acid fermentation,pathway
INTCA_RS16630,Ga0242637_113142,UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis,pathway
INTCA_RS16630,Ga0242637_113142,UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose),pathway
INTCA_RS16630,Ga0242637_113142,,pathway
INTCA_RS16620,Ga0242637_113140,UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis,pathway
INTCA_RS16620,Ga0242637_113140,UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose),pathway
INTCA_RS16620,Ga0242637_113140,,pathway
INTCA_RS16615,Ga0242637_113139,UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis,pathway
INTCA_RS16615,Ga0242637_113139,UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose),pathway
INTCA_RS16615,Ga0242637_113139,,pathway
INTCA_RS16610,Ga0242637_113138,UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis,pathway
INTCA_RS16610,Ga0242637_113138,UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose),pathway
INTCA_RS16610,Ga0242637_113138,,pathway
INTCA_RS19245,Ga0242637_113137,UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis,pathway
INTCA_RS19245,Ga0242637_113137,UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose),pathway
INTCA_RS19245,Ga0242637_113137,,pathway
INTCA_RS03770,Ga0242637_11598,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS03770,Ga0242637_11598,mixed acid fermentation,pathway
INTCA_RS03795,Ga0242637_11602,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,pathway
INTCA_RS03795,Ga0242637_11602,pyridoxal 5'-phosphate salvage I,pathway
INTCA_RS03795,Ga0242637_11602,pyridoxal 5'-phosphate biosynthesis I,pathway
INTCA_RS04005,Ga0242637_11642,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS04010,Ga0242637_11643,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS10075,Ga0242637_111818,"nitrate reduction X (dissimilatory, periplasmic)",pathway
INTCA_RS10075,Ga0242637_111818,aerobic respiration I (cytochrome c),pathway
INTCA_RS10075,Ga0242637_111818,,pathway
INTCA_RS10070,Ga0242637_111817,"nitrate reduction X (dissimilatory, periplasmic)",pathway
INTCA_RS10070,Ga0242637_111817,aerobic respiration I (cytochrome c),pathway
INTCA_RS10070,Ga0242637_111817,,pathway
INTCA_RS17750,Ga0242637_113369,methylerythritol phosphate pathway I,pathway
INTCA_RS17750,Ga0242637_113369,methylerythritol phosphate pathway II,pathway
INTCA_RS17745,Ga0242637_113368,methylerythritol phosphate pathway I,pathway
INTCA_RS17745,Ga0242637_113368,methylerythritol phosphate pathway II,pathway
INTCA_RS17740,Ga0242637_113367,methylerythritol phosphate pathway I,pathway
INTCA_RS17740,Ga0242637_113367,methylerythritol phosphate pathway II,pathway
INTCA_RS17735,Ga0242637_113366,methylerythritol phosphate pathway I,pathway
INTCA_RS17735,Ga0242637_113366,methylerythritol phosphate pathway II,pathway
INTCA_RS04725,Ga0242637_11788,androstenedione degradation,pathway
INTCA_RS04725,Ga0242637_11788,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04725,Ga0242637_11788,fatty acid &beta;-oxidation I,pathway
INTCA_RS04725,Ga0242637_11788,L-isoleucine degradation I,pathway
INTCA_RS05040,Ga0242637_11851,phosphopantothenate biosynthesis I,pathway
INTCA_RS12130,Ga0242637_112249,superpathway of thiamine diphosphate biosynthesis II,pathway
INTCA_RS12130,Ga0242637_112249,molybdenum cofactor biosynthesis,pathway
INTCA_RS12130,Ga0242637_112249,thiazole biosynthesis II (aerobic bacteria),pathway
INTCA_RS12130,Ga0242637_112249,L-alanine biosynthesis III,pathway
INTCA_RS12130,Ga0242637_112249,[2Fe-2S] iron-sulfur cluster biosynthesis,pathway
INTCA_RS12130,Ga0242637_112249,,pathway
INTCA_RS12125,Ga0242637_112248,superpathway of thiamine diphosphate biosynthesis II,pathway
INTCA_RS12125,Ga0242637_112248,molybdenum cofactor biosynthesis,pathway
INTCA_RS12125,Ga0242637_112248,thiazole biosynthesis II (aerobic bacteria),pathway
INTCA_RS12125,Ga0242637_112248,L-alanine biosynthesis III,pathway
INTCA_RS12125,Ga0242637_112248,[2Fe-2S] iron-sulfur cluster biosynthesis,pathway
INTCA_RS12125,Ga0242637_112248,,pathway
INTCA_RS05930,Ga0242637_11976,"formate assimilation into 5,10-methylenetetrahydrofolate",pathway
INTCA_RS05930,Ga0242637_11976,folate polyglutamylation,pathway
INTCA_RS16285,Ga0242637_113072,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS16285,Ga0242637_113072,5-aminoimidazole ribonucleotide biosynthesis I,pathway
INTCA_RS11210,Ga0242637_112051,guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11210,Ga0242637_112051,superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11210,Ga0242637_112051,adenosine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11210,Ga0242637_112051,superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11210,Ga0242637_112051,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11210,Ga0242637_112051,guanosine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11210,Ga0242637_112051,ppGpp biosynthesis,pathway
INTCA_RS11210,Ga0242637_112051,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11210,Ga0242637_112051,superpathway of pyrimidine nucleobases salvage,pathway
INTCA_RS11210,Ga0242637_112051,UTP and CTP <i>de novo</i> biosynthesis,pathway
INTCA_RS11210,Ga0242637_112051,CMP phosphorylation,pathway
INTCA_RS11210,Ga0242637_112051,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11210,Ga0242637_112051,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS11210,Ga0242637_112051,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11210,Ga0242637_112051,pyrimidine deoxyribonucleotide phosphorylation,pathway
INTCA_RS11205,Ga0242637_112050,guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11205,Ga0242637_112050,superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11205,Ga0242637_112050,adenosine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11205,Ga0242637_112050,superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11205,Ga0242637_112050,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11205,Ga0242637_112050,guanosine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11205,Ga0242637_112050,ppGpp biosynthesis,pathway
INTCA_RS11205,Ga0242637_112050,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11205,Ga0242637_112050,superpathway of pyrimidine nucleobases salvage,pathway
INTCA_RS11205,Ga0242637_112050,UTP and CTP <i>de novo</i> biosynthesis,pathway
INTCA_RS11205,Ga0242637_112050,CMP phosphorylation,pathway
INTCA_RS11205,Ga0242637_112050,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11205,Ga0242637_112050,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS11205,Ga0242637_112050,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11205,Ga0242637_112050,pyrimidine deoxyribonucleotide phosphorylation,pathway
INTCA_RS11200,Ga0242637_112049,guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11200,Ga0242637_112049,superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11200,Ga0242637_112049,adenosine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11200,Ga0242637_112049,superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11200,Ga0242637_112049,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11200,Ga0242637_112049,guanosine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11200,Ga0242637_112049,ppGpp biosynthesis,pathway
INTCA_RS11200,Ga0242637_112049,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11200,Ga0242637_112049,superpathway of pyrimidine nucleobases salvage,pathway
INTCA_RS11200,Ga0242637_112049,UTP and CTP <i>de novo</i> biosynthesis,pathway
INTCA_RS11200,Ga0242637_112049,CMP phosphorylation,pathway
INTCA_RS11200,Ga0242637_112049,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11200,Ga0242637_112049,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS11200,Ga0242637_112049,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11200,Ga0242637_112049,pyrimidine deoxyribonucleotide phosphorylation,pathway
INTCA_RS06175,Ga0242637_111027,biotin-carboxyl carrier protein assembly,pathway
INTCA_RS01265,Ga0242637_1143,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,pathway
INTCA_RS01265,Ga0242637_1143,2-oxobutanoate degradation I,pathway
INTCA_RS01265,Ga0242637_1143,,pathway
INTCA_RS01265,Ga0242637_1143,pyruvate decarboxylation to acetyl CoA,pathway
INTCA_RS01260,Ga0242637_1142,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,pathway
INTCA_RS01260,Ga0242637_1142,2-oxobutanoate degradation I,pathway
INTCA_RS01260,Ga0242637_1142,,pathway
INTCA_RS01260,Ga0242637_1142,pyruvate decarboxylation to acetyl CoA,pathway
INTCA_RS01255,Ga0242637_1141,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,pathway
INTCA_RS01255,Ga0242637_1141,2-oxobutanoate degradation I,pathway
INTCA_RS01255,Ga0242637_1141,,pathway
INTCA_RS01255,Ga0242637_1141,pyruvate decarboxylation to acetyl CoA,pathway
INTCA_RS08270,Ga0242637_111452,L-histidine biosynthesis,pathway
INTCA_RS08270,Ga0242637_111452,L-asparagine biosynthesis III (tRNA-dependent),pathway
INTCA_RS08270,Ga0242637_111452,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,pathway
INTCA_RS08270,Ga0242637_111452,L-glutamine degradation I,pathway
INTCA_RS07215,Ga0242637_111240,formaldehyde oxidation VII (THF pathway),pathway
INTCA_RS11940,Ga0242637_112212,nitrate reduction V (assimilatory),pathway
INTCA_RS11940,Ga0242637_112212,L-glutamine biosynthesis I,pathway
INTCA_RS11935,Ga0242637_112211,nitrate reduction V (assimilatory),pathway
INTCA_RS11935,Ga0242637_112211,L-glutamine biosynthesis I,pathway
INTCA_RS11930,Ga0242637_112210,nitrate reduction V (assimilatory),pathway
INTCA_RS11930,Ga0242637_112210,L-glutamine biosynthesis I,pathway
INTCA_RS08005,Ga0242637_111398,tRNA charging,pathway
