ID,Value,Type
Ga0242637_11864,"phosphotransferase activity, alcohol group as acceptor",GO terms (molecular function)
Ga0242637_11864,transferase activity,GO terms (molecular function)
Ga0242637_11864,kinase activity,GO terms (molecular function)
Ga0242637_11864,ATP binding,GO terms (molecular function)
Ga0242637_11864,ribokinase activity,GO terms (molecular function)
Ga0242637_11864,nucleotide binding,GO terms (molecular function)
Ga0242637_11864,hydrolase activity,GO terms (molecular function)
Ga0242637_11863,carbohydrate phosphorylation,GO terms (biological process)
Ga0242637_11863,D-ribose catabolic process,GO terms (biological process)
Ga0242637_11863,phosphorylation,GO terms (biological process)
Ga0242637_11863,D-ribose metabolic process,GO terms (biological process)
Ga0242637_11863,carbohydrate metabolic process,GO terms (biological process)
Ga0242637_11863,cytoplasm,GO terms (cellular component)
Ga0242637_11863,metal ion binding,GO terms (molecular function)
Ga0242637_11863,"phosphotransferase activity, alcohol group as acceptor",GO terms (molecular function)
Ga0242637_11863,transferase activity,GO terms (molecular function)
Ga0242637_11863,kinase activity,GO terms (molecular function)
Ga0242637_11863,ATP binding,GO terms (molecular function)
Ga0242637_11863,ribokinase activity,GO terms (molecular function)
Ga0242637_11863,nucleotide binding,GO terms (molecular function)
Ga0242637_11863,hydrolase activity,GO terms (molecular function)
Ga0242637_11510,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11510,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_11533,menaquinol-7 biosynthesis,Pathways of gene
Ga0242637_11533,menaquinol-9 biosynthesis,Pathways of gene
Ga0242637_11533,menaquinol-6 biosynthesis,Pathways of gene
Ga0242637_11533,menaquinol-10 biosynthesis,Pathways of gene
Ga0242637_11533,menaquinol-11 biosynthesis,Pathways of gene
Ga0242637_11533,menaquinol-8 biosynthesis,Pathways of gene
Ga0242637_11533,methylation,GO terms (biological process)
Ga0242637_11533,menaquinone biosynthetic process,GO terms (biological process)
Ga0242637_11533,S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity,GO terms (molecular function)
Ga0242637_11533,transferase activity,GO terms (molecular function)
Ga0242637_11533,methyltransferase activity,GO terms (molecular function)
Ga0242637_111245,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111245,cellular oxidant detoxification,GO terms (biological process)
Ga0242637_111245,oxidation-reduction process,GO terms (biological process)
Ga0242637_111245,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_111245,DNA binding,GO terms (molecular function)
Ga0242637_111245,peroxiredoxin activity,GO terms (molecular function)
Ga0242637_111245,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111245,antioxidant activity,GO terms (molecular function)
Ga0242637_111245,peroxidase activity,GO terms (molecular function)
Ga0242637_111244,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111244,cellular oxidant detoxification,GO terms (biological process)
Ga0242637_111244,oxidation-reduction process,GO terms (biological process)
Ga0242637_111244,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_111244,DNA binding,GO terms (molecular function)
Ga0242637_111244,peroxiredoxin activity,GO terms (molecular function)
Ga0242637_111244,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111244,antioxidant activity,GO terms (molecular function)
Ga0242637_111244,peroxidase activity,GO terms (molecular function)
Ga0242637_11532,"2,3-dihydroxybenzoate biosynthesis",Pathways of gene
Ga0242637_11532,,Pathways of gene
Ga0242637_11532,biosynthetic process,GO terms (biological process)
Ga0242637_11532,menaquinone biosynthetic process,GO terms (biological process)
Ga0242637_11532,isochorismate synthase activity,GO terms (molecular function)
Ga0242637_11532,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity,GO terms (molecular function)
Ga0242637_11532,metal ion binding,GO terms (molecular function)
Ga0242637_11532,thiamine pyrophosphate binding,GO terms (molecular function)
Ga0242637_11532,manganese ion binding,GO terms (molecular function)
Ga0242637_11532,transferase activity,GO terms (molecular function)
Ga0242637_11532,catalytic activity,GO terms (molecular function)
Ga0242637_11532,magnesium ion binding,GO terms (molecular function)
Ga0242637_11531,"2,3-dihydroxybenzoate biosynthesis",Pathways of gene
Ga0242637_11531,,Pathways of gene
Ga0242637_11531,biosynthetic process,GO terms (biological process)
Ga0242637_11531,menaquinone biosynthetic process,GO terms (biological process)
Ga0242637_11531,isochorismate synthase activity,GO terms (molecular function)
Ga0242637_11531,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity,GO terms (molecular function)
Ga0242637_11531,metal ion binding,GO terms (molecular function)
Ga0242637_11531,thiamine pyrophosphate binding,GO terms (molecular function)
Ga0242637_11531,manganese ion binding,GO terms (molecular function)
Ga0242637_11531,transferase activity,GO terms (molecular function)
Ga0242637_11531,catalytic activity,GO terms (molecular function)
Ga0242637_11531,magnesium ion binding,GO terms (molecular function)
Ga0242637_11530,L-lysine catabolic process to acetate,GO terms (biological process)
Ga0242637_11530,menaquinone biosynthetic process,GO terms (biological process)
Ga0242637_11530,transferase activity,GO terms (molecular function)
Ga0242637_11530,catalytic activity,GO terms (molecular function)
Ga0242637_11530,metal ion binding,GO terms (molecular function)
Ga0242637_11530,hydro-lyase activity,GO terms (molecular function)
Ga0242637_11530,lyase activity,GO terms (molecular function)
Ga0242637_11530,magnesium ion binding,GO terms (molecular function)
Ga0242637_11529,L-lysine catabolic process to acetate,GO terms (biological process)
Ga0242637_11529,menaquinone biosynthetic process,GO terms (biological process)
Ga0242637_11529,transferase activity,GO terms (molecular function)
Ga0242637_11529,catalytic activity,GO terms (molecular function)
Ga0242637_11529,metal ion binding,GO terms (molecular function)
Ga0242637_11529,hydro-lyase activity,GO terms (molecular function)
Ga0242637_11529,lyase activity,GO terms (molecular function)
Ga0242637_11529,magnesium ion binding,GO terms (molecular function)
Ga0242637_11528,adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,Pathways of gene
Ga0242637_11528,benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,Pathways of gene
Ga0242637_11528,5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,Pathways of gene
Ga0242637_11528,5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,Pathways of gene
Ga0242637_11528,5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,Pathways of gene
Ga0242637_11528,5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,Pathways of gene
Ga0242637_11528,2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,Pathways of gene
Ga0242637_11528,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,Pathways of gene
Ga0242637_11528,cobalamin transport,GO terms (biological process)
Ga0242637_11528,cobalamin biosynthetic process,GO terms (biological process)
Ga0242637_11528,nucleoside biosynthetic process,GO terms (biological process)
Ga0242637_11528,"transferase activity, transferring glycosyl groups",GO terms (molecular function)
Ga0242637_11528,transferase activity,GO terms (molecular function)
Ga0242637_11528,cobalamin-transporting ATPase activity,GO terms (molecular function)
Ga0242637_11528,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity,GO terms (molecular function)
,"regulation of DNA-templated transcription, initiation",GO terms (biological process)
,"regulation of transcription, DNA-templated",GO terms (biological process)
,"DNA-templated transcription, initiation",GO terms (biological process)
,integral component of membrane,GO terms (cellular component)
,membrane,GO terms (cellular component)
,,GO terms (cellular component)
,sigma factor activity,GO terms (molecular function)
,DNA-binding transcription factor activity,GO terms (molecular function)
,DNA binding,GO terms (molecular function)
Ga0242637_11523,"regulation of DNA-templated transcription, initiation",GO terms (biological process)
Ga0242637_11523,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11523,"DNA-templated transcription, initiation",GO terms (biological process)
Ga0242637_11523,integral component of membrane,GO terms (cellular component)
Ga0242637_11523,membrane,GO terms (cellular component)
Ga0242637_11523,,GO terms (cellular component)
Ga0242637_11523,sigma factor activity,GO terms (molecular function)
Ga0242637_11523,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_11523,DNA binding,GO terms (molecular function)
Ga0242637_11519,demethylmenaquinol-9 biosynthesis,Pathways of gene
Ga0242637_11519,demethylmenaquinol-8 biosynthesis I,Pathways of gene
Ga0242637_11519,menaquinol-10 biosynthesis,Pathways of gene
Ga0242637_11519,demethylmenaquinol-6 biosynthesis I,Pathways of gene
Ga0242637_11519,menaquinol-7 biosynthesis,Pathways of gene
Ga0242637_11519,menaquinol-11 biosynthesis,Pathways of gene
Ga0242637_11519,menaquinone biosynthetic process,GO terms (biological process)
Ga0242637_11519,integral component of membrane,GO terms (cellular component)
Ga0242637_11519,membrane,GO terms (cellular component)
Ga0242637_11519,integral component of plasma membrane,GO terms (cellular component)
Ga0242637_11519,plasma membrane,GO terms (cellular component)
Ga0242637_11519,"1,4-dihydroxy-2-naphthoate octaprenyltransferase activity",GO terms (molecular function)
Ga0242637_11519,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO terms (molecular function)
Ga0242637_11519,transferase activity,GO terms (molecular function)
Ga0242637_11519,prenyltransferase activity,GO terms (molecular function)
Ga0242637_11518,demethylmenaquinol-9 biosynthesis,Pathways of gene
Ga0242637_11518,demethylmenaquinol-8 biosynthesis I,Pathways of gene
Ga0242637_11518,menaquinol-10 biosynthesis,Pathways of gene
Ga0242637_11518,demethylmenaquinol-6 biosynthesis I,Pathways of gene
Ga0242637_11518,menaquinol-7 biosynthesis,Pathways of gene
Ga0242637_11518,menaquinol-11 biosynthesis,Pathways of gene
Ga0242637_11518,menaquinone biosynthetic process,GO terms (biological process)
Ga0242637_11518,integral component of membrane,GO terms (cellular component)
Ga0242637_11518,membrane,GO terms (cellular component)
Ga0242637_11518,integral component of plasma membrane,GO terms (cellular component)
Ga0242637_11518,plasma membrane,GO terms (cellular component)
Ga0242637_11518,"1,4-dihydroxy-2-naphthoate octaprenyltransferase activity",GO terms (molecular function)
Ga0242637_11518,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO terms (molecular function)
Ga0242637_11518,transferase activity,GO terms (molecular function)
Ga0242637_11518,prenyltransferase activity,GO terms (molecular function)
Ga0242637_11517,cytochrome complex assembly,GO terms (biological process)
Ga0242637_11517,oxidation-reduction process,GO terms (biological process)
Ga0242637_11517,cell redox homeostasis,GO terms (biological process)
Ga0242637_11517,integral component of membrane,GO terms (cellular component)
Ga0242637_11517,membrane,GO terms (cellular component)
Ga0242637_11517,cell,GO terms (cellular component)
Ga0242637_11517,,GO terms (cellular component)
Ga0242637_11517,heme binding,GO terms (molecular function)
Ga0242637_11517,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11516,cytochrome complex assembly,GO terms (biological process)
Ga0242637_11516,oxidation-reduction process,GO terms (biological process)
Ga0242637_11516,cell redox homeostasis,GO terms (biological process)
Ga0242637_11516,integral component of membrane,GO terms (cellular component)
Ga0242637_11516,membrane,GO terms (cellular component)
Ga0242637_11516,cell,GO terms (cellular component)
Ga0242637_11516,,GO terms (cellular component)
Ga0242637_11516,heme binding,GO terms (molecular function)
Ga0242637_11516,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11515,cytochrome complex assembly,GO terms (biological process)
Ga0242637_11515,oxidation-reduction process,GO terms (biological process)
Ga0242637_11515,cell redox homeostasis,GO terms (biological process)
Ga0242637_11515,integral component of membrane,GO terms (cellular component)
Ga0242637_11515,membrane,GO terms (cellular component)
Ga0242637_11515,cell,GO terms (cellular component)
Ga0242637_11515,,GO terms (cellular component)
Ga0242637_11515,heme binding,GO terms (molecular function)
Ga0242637_11515,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11514,cytochrome complex assembly,GO terms (biological process)
Ga0242637_11514,oxidation-reduction process,GO terms (biological process)
Ga0242637_11514,cell redox homeostasis,GO terms (biological process)
Ga0242637_11514,integral component of membrane,GO terms (cellular component)
Ga0242637_11514,membrane,GO terms (cellular component)
Ga0242637_11514,cell,GO terms (cellular component)
Ga0242637_11514,,GO terms (cellular component)
Ga0242637_11514,heme binding,GO terms (molecular function)
Ga0242637_11514,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11513,cytochrome complex assembly,GO terms (biological process)
Ga0242637_11513,oxidation-reduction process,GO terms (biological process)
Ga0242637_11513,cell redox homeostasis,GO terms (biological process)
Ga0242637_11513,integral component of membrane,GO terms (cellular component)
Ga0242637_11513,membrane,GO terms (cellular component)
Ga0242637_11513,cell,GO terms (cellular component)
Ga0242637_11513,,GO terms (cellular component)
Ga0242637_11513,heme binding,GO terms (molecular function)
Ga0242637_11513,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11512,cytochrome complex assembly,GO terms (biological process)
Ga0242637_11512,oxidation-reduction process,GO terms (biological process)
Ga0242637_11512,cell redox homeostasis,GO terms (biological process)
Ga0242637_11512,integral component of membrane,GO terms (cellular component)
Ga0242637_11512,membrane,GO terms (cellular component)
Ga0242637_11512,cell,GO terms (cellular component)
Ga0242637_11512,,GO terms (cellular component)
Ga0242637_11512,heme binding,GO terms (molecular function)
Ga0242637_11512,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11509,tetrapyrrole biosynthetic process,GO terms (biological process)
Ga0242637_11509,porphyrin-containing compound biosynthetic process,GO terms (biological process)
Ga0242637_11509,oxidation-reduction process,GO terms (biological process)
Ga0242637_11509,methylation,GO terms (biological process)
Ga0242637_11509,peptidyl-pyrromethane cofactor linkage,GO terms (biological process)
Ga0242637_11509,protoporphyrinogen IX biosynthetic process,GO terms (biological process)
Ga0242637_11509,response to redox state,GO terms (biological process)
Ga0242637_11509,"negative regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11509,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11509,cytoplasm,GO terms (cellular component)
Ga0242637_11509,metal ion binding,GO terms (molecular function)
Ga0242637_11509,lyase activity,GO terms (molecular function)
Ga0242637_11509,porphobilinogen synthase activity,GO terms (molecular function)
Ga0242637_11509,catalytic activity,GO terms (molecular function)
Ga0242637_11509,transferase activity,GO terms (molecular function)
Ga0242637_11509,methyltransferase activity,GO terms (molecular function)
Ga0242637_11509,uroporphyrinogen-III synthase activity,GO terms (molecular function)
Ga0242637_11509,hydroxymethylbilane synthase activity,GO terms (molecular function)
Ga0242637_11509,NADP binding,GO terms (molecular function)
Ga0242637_11509,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11509,glutamyl-tRNA reductase activity,GO terms (molecular function)
Ga0242637_11509,coenzyme binding,GO terms (molecular function)
Ga0242637_11509,cofactor binding,GO terms (molecular function)
Ga0242637_11509,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_11509,DNA binding,GO terms (molecular function)
Ga0242637_11508,tetrapyrrole biosynthetic process,GO terms (biological process)
Ga0242637_11508,porphyrin-containing compound biosynthetic process,GO terms (biological process)
Ga0242637_11508,oxidation-reduction process,GO terms (biological process)
Ga0242637_11508,methylation,GO terms (biological process)
Ga0242637_11508,peptidyl-pyrromethane cofactor linkage,GO terms (biological process)
Ga0242637_11508,protoporphyrinogen IX biosynthetic process,GO terms (biological process)
Ga0242637_11508,response to redox state,GO terms (biological process)
Ga0242637_11508,"negative regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11508,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11508,cytoplasm,GO terms (cellular component)
Ga0242637_11508,metal ion binding,GO terms (molecular function)
Ga0242637_11508,lyase activity,GO terms (molecular function)
Ga0242637_11508,porphobilinogen synthase activity,GO terms (molecular function)
Ga0242637_11508,catalytic activity,GO terms (molecular function)
Ga0242637_11508,transferase activity,GO terms (molecular function)
Ga0242637_11508,methyltransferase activity,GO terms (molecular function)
Ga0242637_11508,uroporphyrinogen-III synthase activity,GO terms (molecular function)
Ga0242637_11508,hydroxymethylbilane synthase activity,GO terms (molecular function)
Ga0242637_11508,NADP binding,GO terms (molecular function)
Ga0242637_11508,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11508,glutamyl-tRNA reductase activity,GO terms (molecular function)
Ga0242637_11508,coenzyme binding,GO terms (molecular function)
Ga0242637_11508,cofactor binding,GO terms (molecular function)
Ga0242637_11508,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_11508,DNA binding,GO terms (molecular function)
Ga0242637_11507,tetrapyrrole biosynthetic process,GO terms (biological process)
Ga0242637_11507,porphyrin-containing compound biosynthetic process,GO terms (biological process)
Ga0242637_11507,oxidation-reduction process,GO terms (biological process)
Ga0242637_11507,methylation,GO terms (biological process)
Ga0242637_11507,peptidyl-pyrromethane cofactor linkage,GO terms (biological process)
Ga0242637_11507,protoporphyrinogen IX biosynthetic process,GO terms (biological process)
Ga0242637_11507,response to redox state,GO terms (biological process)
Ga0242637_11507,"negative regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11507,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11507,cytoplasm,GO terms (cellular component)
Ga0242637_11507,metal ion binding,GO terms (molecular function)
Ga0242637_11507,lyase activity,GO terms (molecular function)
Ga0242637_11507,porphobilinogen synthase activity,GO terms (molecular function)
Ga0242637_11507,catalytic activity,GO terms (molecular function)
Ga0242637_11507,transferase activity,GO terms (molecular function)
Ga0242637_11507,methyltransferase activity,GO terms (molecular function)
Ga0242637_11507,uroporphyrinogen-III synthase activity,GO terms (molecular function)
Ga0242637_11507,hydroxymethylbilane synthase activity,GO terms (molecular function)
Ga0242637_11507,NADP binding,GO terms (molecular function)
Ga0242637_11507,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11507,glutamyl-tRNA reductase activity,GO terms (molecular function)
Ga0242637_11507,coenzyme binding,GO terms (molecular function)
Ga0242637_11507,cofactor binding,GO terms (molecular function)
Ga0242637_11507,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_11507,DNA binding,GO terms (molecular function)
Ga0242637_11506,tetrapyrrole biosynthetic process,GO terms (biological process)
Ga0242637_11506,porphyrin-containing compound biosynthetic process,GO terms (biological process)
Ga0242637_11506,oxidation-reduction process,GO terms (biological process)
Ga0242637_11506,methylation,GO terms (biological process)
Ga0242637_11506,peptidyl-pyrromethane cofactor linkage,GO terms (biological process)
Ga0242637_11506,protoporphyrinogen IX biosynthetic process,GO terms (biological process)
Ga0242637_11506,response to redox state,GO terms (biological process)
Ga0242637_11506,"negative regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11506,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11506,cytoplasm,GO terms (cellular component)
Ga0242637_11506,metal ion binding,GO terms (molecular function)
Ga0242637_11506,lyase activity,GO terms (molecular function)
Ga0242637_11506,porphobilinogen synthase activity,GO terms (molecular function)
Ga0242637_11506,catalytic activity,GO terms (molecular function)
Ga0242637_11506,transferase activity,GO terms (molecular function)
Ga0242637_11506,methyltransferase activity,GO terms (molecular function)
Ga0242637_11506,uroporphyrinogen-III synthase activity,GO terms (molecular function)
Ga0242637_11506,hydroxymethylbilane synthase activity,GO terms (molecular function)
Ga0242637_11506,NADP binding,GO terms (molecular function)
Ga0242637_11506,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11506,glutamyl-tRNA reductase activity,GO terms (molecular function)
Ga0242637_11506,coenzyme binding,GO terms (molecular function)
Ga0242637_11506,cofactor binding,GO terms (molecular function)
Ga0242637_11506,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_11506,DNA binding,GO terms (molecular function)
Ga0242637_11505,tetrapyrrole biosynthetic process,GO terms (biological process)
Ga0242637_11505,porphyrin-containing compound biosynthetic process,GO terms (biological process)
Ga0242637_11505,oxidation-reduction process,GO terms (biological process)
Ga0242637_11505,methylation,GO terms (biological process)
Ga0242637_11505,peptidyl-pyrromethane cofactor linkage,GO terms (biological process)
Ga0242637_11505,protoporphyrinogen IX biosynthetic process,GO terms (biological process)
Ga0242637_11505,response to redox state,GO terms (biological process)
Ga0242637_11505,"negative regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11505,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11505,cytoplasm,GO terms (cellular component)
Ga0242637_11505,metal ion binding,GO terms (molecular function)
Ga0242637_11505,lyase activity,GO terms (molecular function)
Ga0242637_11505,porphobilinogen synthase activity,GO terms (molecular function)
Ga0242637_11505,catalytic activity,GO terms (molecular function)
Ga0242637_11505,transferase activity,GO terms (molecular function)
Ga0242637_11505,methyltransferase activity,GO terms (molecular function)
Ga0242637_11505,uroporphyrinogen-III synthase activity,GO terms (molecular function)
Ga0242637_11505,hydroxymethylbilane synthase activity,GO terms (molecular function)
Ga0242637_11505,NADP binding,GO terms (molecular function)
Ga0242637_11505,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11505,glutamyl-tRNA reductase activity,GO terms (molecular function)
Ga0242637_11505,coenzyme binding,GO terms (molecular function)
Ga0242637_11505,cofactor binding,GO terms (molecular function)
Ga0242637_11505,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_11505,DNA binding,GO terms (molecular function)
Ga0242637_11501,"regulation of DNA-templated transcription, initiation",GO terms (biological process)
Ga0242637_11501,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_11501,"DNA-templated transcription, initiation",GO terms (biological process)
Ga0242637_11501,sigma factor activity,GO terms (molecular function)
Ga0242637_11501,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_11501,DNA binding,GO terms (molecular function)
Ga0242637_11498,coenzyme binding,GO terms (molecular function)
Ga0242637_11498,catalytic activity,GO terms (molecular function)
Ga0242637_11495,DNA binding,GO terms (molecular function)
Ga0242637_11494,L-asparagine biosynthesis III (tRNA-dependent),Pathways of gene
Ga0242637_11494,tRNA charging,Pathways of gene
Ga0242637_11494,aspartyl-tRNA aminoacylation,GO terms (biological process)
Ga0242637_11494,tRNA aminoacylation for protein translation,GO terms (biological process)
Ga0242637_11494,translation,GO terms (biological process)
Ga0242637_11494,cytoplasm,GO terms (cellular component)
Ga0242637_11494,aspartate-tRNA(Asn) ligase activity,GO terms (molecular function)
Ga0242637_11494,ligase activity,GO terms (molecular function)
Ga0242637_11494,ATP binding,GO terms (molecular function)
Ga0242637_11494,aspartate-tRNA ligase activity,GO terms (molecular function)
Ga0242637_11494,aminoacyl-tRNA ligase activity,GO terms (molecular function)
Ga0242637_11494,nucleic acid binding,GO terms (molecular function)
Ga0242637_11494,nucleotide binding,GO terms (molecular function)
Ga0242637_11491,transferase activity,GO terms (molecular function)
Ga0242637_11481,L-arginine biosynthesis I (via L-ornithine),Pathways of gene
Ga0242637_11481,L-ornithine biosynthesis I,Pathways of gene
Ga0242637_11481,L-arginine biosynthesis II (acetyl cycle),Pathways of gene
Ga0242637_11481,arginine biosynthetic process,GO terms (biological process)
Ga0242637_11481,cytoplasm,GO terms (cellular component)
Ga0242637_11481,methione N-acyltransferase activity,GO terms (molecular function)
Ga0242637_11481,"transferase activity, transferring acyl groups",GO terms (molecular function)
Ga0242637_11481,transferase activity,GO terms (molecular function)
Ga0242637_11481,acetyl-CoA:L-glutamate N-acetyltransferase activity,GO terms (molecular function)
Ga0242637_11480,L-arginine biosynthesis I (via L-ornithine),Pathways of gene
Ga0242637_11480,L-ornithine biosynthesis I,Pathways of gene
Ga0242637_11480,L-arginine biosynthesis II (acetyl cycle),Pathways of gene
Ga0242637_11480,arginine biosynthetic process,GO terms (biological process)
Ga0242637_11480,cytoplasm,GO terms (cellular component)
Ga0242637_11480,methione N-acyltransferase activity,GO terms (molecular function)
Ga0242637_11480,"transferase activity, transferring acyl groups",GO terms (molecular function)
Ga0242637_11480,transferase activity,GO terms (molecular function)
Ga0242637_11480,acetyl-CoA:L-glutamate N-acetyltransferase activity,GO terms (molecular function)
Ga0242637_112044,integral component of membrane,GO terms (cellular component)
Ga0242637_112044,membrane,GO terms (cellular component)
Ga0242637_11490,transferase activity,GO terms (molecular function)
Ga0242637_113106,phosphoenolpyruvate-dependent sugar phosphotransferase system,GO terms (biological process)
Ga0242637_113106,phosphorylation,GO terms (biological process)
Ga0242637_113106,carbohydrate transport,GO terms (biological process)
Ga0242637_113106,cytoplasm,GO terms (cellular component)
Ga0242637_113106,transferase activity,GO terms (molecular function)
Ga0242637_113106,metal ion binding,GO terms (molecular function)
Ga0242637_113106,"transferase activity, transferring phosphorus-containing groups",GO terms (molecular function)
Ga0242637_113106,kinase activity,GO terms (molecular function)
Ga0242637_113106,phosphoenolpyruvate-protein phosphotransferase activity,GO terms (molecular function)
Ga0242637_113106,catalytic activity,GO terms (molecular function)
Ga0242637_113105,phosphoenolpyruvate-dependent sugar phosphotransferase system,GO terms (biological process)
Ga0242637_113105,phosphorylation,GO terms (biological process)
Ga0242637_113105,carbohydrate transport,GO terms (biological process)
Ga0242637_113105,cytoplasm,GO terms (cellular component)
Ga0242637_113105,transferase activity,GO terms (molecular function)
Ga0242637_113105,metal ion binding,GO terms (molecular function)
Ga0242637_113105,"transferase activity, transferring phosphorus-containing groups",GO terms (molecular function)
Ga0242637_113105,kinase activity,GO terms (molecular function)
Ga0242637_113105,phosphoenolpyruvate-protein phosphotransferase activity,GO terms (molecular function)
Ga0242637_113105,catalytic activity,GO terms (molecular function)
Ga0242637_11488,L-ornithine degradation II (Stickland reaction),Pathways of gene
Ga0242637_11488,L-proline biosynthesis III,Pathways of gene
Ga0242637_11488,L-proline biosynthesis I,Pathways of gene
Ga0242637_11488,proline to cytochrome <i>bo</i> oxidase electron transfer,Pathways of gene
Ga0242637_11488,L-proline degradation,Pathways of gene
Ga0242637_11488,L-proline biosynthetic process,GO terms (biological process)
Ga0242637_11488,oxidation-reduction process,GO terms (biological process)
Ga0242637_11488,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_11488,proline biosynthetic process,GO terms (biological process)
Ga0242637_11488,,GO terms (biological process)
Ga0242637_11488,cytoplasm,GO terms (cellular component)
Ga0242637_11488,,GO terms (cellular component)
Ga0242637_11488,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11488,pyrroline-5-carboxylate reductase activity,GO terms (molecular function)
Ga0242637_11488,,GO terms (molecular function)
Ga0242637_11487,L-ornithine degradation II (Stickland reaction),Pathways of gene
Ga0242637_11487,L-proline biosynthesis III,Pathways of gene
Ga0242637_11487,L-proline biosynthesis I,Pathways of gene
Ga0242637_11487,proline to cytochrome <i>bo</i> oxidase electron transfer,Pathways of gene
Ga0242637_11487,L-proline degradation,Pathways of gene
Ga0242637_11487,L-proline biosynthetic process,GO terms (biological process)
Ga0242637_11487,oxidation-reduction process,GO terms (biological process)
Ga0242637_11487,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_11487,proline biosynthetic process,GO terms (biological process)
Ga0242637_11487,,GO terms (biological process)
Ga0242637_11487,cytoplasm,GO terms (cellular component)
Ga0242637_11487,,GO terms (cellular component)
Ga0242637_11487,oxidoreductase activity,GO terms (molecular function)
Ga0242637_11487,pyrroline-5-carboxylate reductase activity,GO terms (molecular function)
Ga0242637_11487,,GO terms (molecular function)
Ga0242637_11482,protein metabolic process,GO terms (biological process)
Ga0242637_11482,ATP binding,GO terms (molecular function)
Ga0242637_11482,nucleotide binding,GO terms (molecular function)
Ga0242637_11359,integral component of membrane,GO terms (cellular component)
Ga0242637_11359,membrane,GO terms (cellular component)
Ga0242637_11359,flavin adenine dinucleotide binding,GO terms (molecular function)
Ga0242637_11359,transporter activity,GO terms (molecular function)
Ga0242637_11478,metabolic process,GO terms (biological process)
Ga0242637_11478,base-excision repair,GO terms (biological process)
Ga0242637_11478,DNA repair,GO terms (biological process)
Ga0242637_11478,second-messenger-mediated signaling,GO terms (biological process)
Ga0242637_11478,cellular response to DNA damage stimulus,GO terms (biological process)
